event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp,population_best,,,
MZM3217,31-Jan-23,2023,1,Political violence,Battles,Armed clash,Islamist Militia (Mozambique),,3,34,,508,Eastern Africa,Mozambique,Cabo Delgado,Meluco,Muaguide,Iba,-12.3083,40.011,2,AIM; Al Naba; Cabo Ligado; ExTrac; Zitamar,Local partner-Other,"On 31 January 2023, Islamist militia clashed with Naparamas in forests outside Iba (Meluco, Cabo Delgado). At least 14 Naparamas were killed, many beheaded. 4 Islamist militia were killed. The Islamic State claimed the attack and the killing of 13 Naparamas (one was captured and then killed). The IS also claimed they seized 6 rifles.",17,,1680570810,1077,,,
MZM3217,31-Jan-23,2023,1,Political violence,Battles,Armed clash,Naparama Communal Militia (Mozambique),,4,34,,508,Eastern Africa,Mozambique,Cabo Delgado,Meluco,Muaguide,Iba,-12.3083,40.011,2,AIM; Al Naba; Cabo Ligado; ExTrac; Zitamar,Local partner-Other,"On 31 January 2023, Islamist militia clashed with Naparamas in forests outside Iba (Meluco, Cabo Delgado). At least 14 Naparamas were killed, many beheaded. 4 Islamist militia were killed. The Islamic State claimed the attack and the killing of 13 Naparamas (one was captured and then killed). The IS also claimed they seized 6 rifles.",17,,1680570810,1077,,,
MZM3226,30-Jan-23,2023,1,Political violence,Violence against civilians,Attack,Police Forces of Mozambique (1990-) Rapid Intervention Unit,,1,17,Civilian targeting,508,Eastern Africa,Mozambique,Tete,Moatize,Zobue,Zobue,-15.5972,34.4475,2,AIM; Miramar; O Pais; VOA; Zitamar,National-International,"On 30 January 2023, a group of three armed people wearing uniforms of the Rapid Intervention Unit kidnapped and killed a Renamo delegate and former fighter in Nkondedzi in the district of Zobue (Moatize, Tete). The victim was taken presumably in a police vehicle to a forest, where he was beaten, killed and then burned with three tires. A Renamo spokesman announced the perpetrators were part of a death squad instituted by Frelimo.",1,,1676309785,49699,,,
MZM3226,30-Jan-23,2023,1,Political violence,Violence against civilians,Attack,Civilians (Mozambique),RENAMO: Mozambican National Resistance,7,17,Civilian targeting,508,Eastern Africa,Mozambique,Tete,Moatize,Zobue,Zobue,-15.5972,34.4475,2,AIM; Miramar; O Pais; VOA; Zitamar,National-International,"On 30 January 2023, a group of three armed people wearing uniforms of the Rapid Intervention Unit kidnapped and killed a Renamo delegate and former fighter in Nkondedzi in the district of Zobue (Moatize, Tete). The victim was taken presumably in a police vehicle to a forest, where he was beaten, killed and then burned with three tires. A Renamo spokesman announced the perpetrators were part of a death squad instituted by Frelimo.",1,,1676309785,49699,,,
MZM3237,30-Jan-23,2023,1,Political violence,Battles,Armed clash,Islamist Militia (Mozambique),,3,34,,508,Eastern Africa,Mozambique,Cabo Delgado,Meluco,Meluco,Meluco,-12.5416,39.6436,2,Cabo Ligado,Local partner-Other,"On 30 January 2023, Islamist militia clashed with Naparamas near Ravia in the district of Meluco (Meluco, Cabo Delgado). 5 Naparamas were killed.",5,,1676309785,7368,,,
MZM3237,30-Jan-23,2023,1,Political violence,Battles,Armed clash,Naparama Communal Militia (Mozambique),,4,34,,508,Eastern Africa,Mozambique,Cabo Delgado,Meluco,Meluco,Meluco,-12.5416,39.6436,2,Cabo Ligado,Local partner-Other,"On 30 January 2023, Islamist militia clashed with Naparamas near Ravia in the district of Meluco (Meluco, Cabo Delgado). 5 Naparamas were killed.",5,,1676309785,7368,,,
MZM3224,29-Jan-23,2023,1,Strategic developments,Strategic developments,Other,Islamist Militia (Mozambique),Islamist Militia (Kenya),3,37,,508,Eastern Africa,Mozambique,Cabo Delgado,Meluco,Meluco,Meluco,-12.5416,39.6436,2,Cabo Ligado; Zitamar,Local partner-Other,"Other: On 29 January 2023, a group of Islamist militia, including people from Kenya wearing the uniforms of Mozambican forces, armed with rocket-propelled grenades and Ak-47s peacefully purchased food, clothes and other supplies at the Ravia gold mine in Meluco (Meluco, Cabo Delgado). The group split mine workers into Muslims and Christians.",0,,1676309785,,,,
MZM3224,29-Jan-23,2023,1,Strategic developments,Strategic developments,Other,Civilians (Mozambique),Miners (Mozambique),7,37,,508,Eastern Africa,Mozambique,Cabo Delgado,Meluco,Meluco,Meluco,-12.5416,39.6436,2,Cabo Ligado; Zitamar,Local partner-Other,"Other: On 29 January 2023, a group of Islamist militia, including people from Kenya wearing the uniforms of Mozambican forces, armed with rocket-propelled grenades and Ak-47s peacefully purchased food, clothes and other supplies at the Ravia gold mine in Meluco (Meluco, Cabo Delgado). The group split mine workers into Muslims and Christians.",0,,1676309785,,,,
MZM3222,29-Jan-23,2023,1,Political violence,Battles,Armed clash,SAMIM: SADC Mission in Mozambique,Military Forces of Rwanda (1994-); Mocimboa da Praia Communal Militia (Mozambique),8,38,,508,Eastern Africa,Mozambique,Cabo Delgado,Mocimboa da Praia,Mbau,Calugo,-11.66,40.36,2,Cabo Ligado,Local partner-Other,"On 29 January 2023, SAMIM, Rwandan and local forces (coded as Mocimboa da Praia Communal Militia) clashed with Islamist militia near Calugo (Mocimboa da Praia, Cabo Delgado). A total of 22 Islamist militia and one member of the local force were killed in this and another clash on 26 January (coded separately - total fatalities subtracted from the previous clash and split into two events, coded as 9) and four Rwandan soldiers were injured.",9,,1716327866,1073,,,
MZM3222,29-Jan-23,2023,1,Political violence,Battles,Armed clash,Islamist Militia (Mozambique),,3,38,,508,Eastern Africa,Mozambique,Cabo Delgado,Mocimboa da Praia,Mbau,Calugo,-11.66,40.36,2,Cabo Ligado,Local partner-Other,"On 29 January 2023, SAMIM, Rwandan and local forces (coded as Mocimboa da Praia Communal Militia) clashed with Islamist militia near Calugo (Mocimboa da Praia, Cabo Delgado). A total of 22 Islamist militia and one member of the local force were killed in this and another clash on 26 January (coded separately - total fatalities subtracted from the previous clash and split into two events, coded as 9) and four Rwandan soldiers were injured.",9,,1716327866,1073,,,
MZM3242,29-Jan-23,2023,2,Strategic developments,Strategic developments,Headquarters or base established,SAMIM: SADC Mission in Mozambique,,8,80,,508,Eastern Africa,Mozambique,Cabo Delgado,Mocimboa da Praia,Mbau,Calugo,-11.66,40.36,2,Carta de Mocambique,National,"Around 29 January 2023 (as reported), SAMIM forces, including Rwandan soldiers who control the security cordon in the district of Mocimboa da Praia, established a new base in Luxeti village near Calugo (Mocimboa da Praia, Cabo Delgado) after clashes with Islamist militia in the region (coded separately).",0,,1716327866,,,,
MZM3221,26-Jan-23,2023,1,Political violence,Battles,Armed clash,SAMIM: SADC Mission in Mozambique,Military Forces of Rwanda (1994-),8,38,,508,Eastern Africa,Mozambique,Cabo Delgado,Mocimboa da Praia,Mbau,Calugo,-11.66,40.36,2,Cabo Ligado,Local partner-Other,"On 26 January 2023, SAMIM and Rwandan forces clashed with Islamist militia near Calugo (Mocimboa da Praia, Cabo Delgado) for at least two days, including 29 January (fatalities split into two events). Up to 13 Islamist militia were killed and two Rwandan soldiers were injured.",13,,1716327866,1073,,,
MZM3221,26-Jan-23,2023,1,Political violence,Battles,Armed clash,Islamist Militia (Mozambique),,3,38,,508,Eastern Africa,Mozambique,Cabo Delgado,Mocimboa da Praia,Mbau,Calugo,-11.66,40.36,2,Cabo Ligado,Local partner-Other,"On 26 January 2023, SAMIM and Rwandan forces clashed with Islamist militia near Calugo (Mocimboa da Praia, Cabo Delgado) for at least two days, including 29 January (fatalities split into two events). Up to 13 Islamist militia were killed and two Rwandan soldiers were injured.",13,,1716327866,1073,,,
MZM3969,26-Jan-23,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Mozambique),Labor Group (Mozambique),6,60,,508,Eastern Africa,Mozambique,Maputo,Namaacha,Namaacha,Namaacha,-25.987,32.0322,1,Amnesty International; Integrity Magazine,Other-National,"On 26 January 2023, 130 employees from the Municipality of Namaacha gathered in demonstration in Namaacha (Namaacha, Maputo) claiming the payment of their salaries, late for 5 months. Rapid Intervention Unit forces with police dogs impeded the demonstration (means unspecified) to avoid vandalism and clashes.",0,crowd size=130,1716850495,5795,,,
MZM3216,25-Jan-23,2023,1,Political violence,Battles,Armed clash,Islamist Militia (Mozambique),,3,34,,508,Eastern Africa,Mozambique,Cabo Delgado,Mueda,Mueda,Mueda,-11.6645,39.5635,2,Deutsche Welle; Lusa,International,"On 25 January 2023, Islamist militia clashed with local forces in Nacala, in the district of Mueda (Mueda, Cabo Delgado) for a second consecutive day. Casualties unknown.",0,,1675108245,29732,,,
MZM3216,25-Jan-23,2023,1,Political violence,Battles,Armed clash,Mueda Communal Militia (Mozambique),,4,34,,508,Eastern Africa,Mozambique,Cabo Delgado,Mueda,Mueda,Mueda,-11.6645,39.5635,2,Deutsche Welle; Lusa,International,"On 25 January 2023, Islamist militia clashed with local forces in Nacala, in the district of Mueda (Mueda, Cabo Delgado) for a second consecutive day. Casualties unknown.",0,,1675108245,29732,,,
MZM3215,25-Jan-23,2023,1,Strategic developments,Strategic developments,Other,Islamist Militia (Mozambique),,3,37,,508,Eastern Africa,Mozambique,Cabo Delgado,Mocimboa da Praia,Mbau,Calugo,-11.66,40.36,1,Carta de Mocambique; Integrity Magazine; Zitamar,National,"Other: On 25 January 2023, a group of about 30 Islamist militia entered Calugo (Mocimboa da Praia, Cabo Delgado) and tried to peacefully purchase mobile phones and food from the population. The group also offered money to elderly residents and asked people to clean the village.",0,,1716327866,,,,
MZM3215,25-Jan-23,2023,1,Strategic developments,Strategic developments,Other,Civilians (Mozambique),,7,37,,508,Eastern Africa,Mozambique,Cabo Delgado,Mocimboa da Praia,Mbau,Calugo,-11.66,40.36,1,Carta de Mocambique; Integrity Magazine; Zitamar,National,"Other: On 25 January 2023, a group of about 30 Islamist militia entered Calugo (Mocimboa da Praia, Cabo Delgado) and tried to peacefully purchase mobile phones and food from the population. The group also offered money to elderly residents and asked people to clean the village.",0,,1716327866,,,,
MZM3213,24-Jan-23,2023,1,Political violence,Violence against civilians,Attack,Islamist Militia (Mozambique),,3,37,Civilian targeting,508,Eastern Africa,Mozambique,Cabo Delgado,Mueda,Mueda,Mueda,-11.6645,39.5635,2,Cabo Ligado; Carta de Mocambique; Lusa,Local partner-Other,"On 24 January 2023, Islamist militia attacked Homba village in the district of Mueda (Mueda, Cabo Delgado). Casualties unknown.",0,,1675108245,19789,,,
MZM3213,24-Jan-23,2023,1,Political violence,Violence against civilians,Attack,Civilians (Mozambique),,7,37,Civilian targeting,508,Eastern Africa,Mozambique,Cabo Delgado,Mueda,Mueda,Mueda,-11.6645,39.5635,2,Cabo Ligado; Carta de Mocambique; Lusa,Local partner-Other,"On 24 January 2023, Islamist militia attacked Homba village in the district of Mueda (Mueda, Cabo Delgado). Casualties unknown.",0,,1675108245,19789,,,
MZM3214,24-Jan-23,2023,1,Political violence,Battles,Armed clash,Islamist Militia (Mozambique),,3,34,,508,Eastern Africa,Mozambique,Cabo Delgado,Mueda,Mueda,Mueda,-11.6645,39.5635,2,Al Naba; Cabo Ligado; Carta de Mocambique; Deutsche Welle; ExTrac; Lusa; Zitamar,Local partner-Other,"On 24 January 2023, Islamist militia clashed with local forces in Nacala in the district of Mueda (Mueda, Cabo Delgado) and attacked civilians, looting goods. Five Islamist militia were killed by the local forces. Two members of the local force and a civilian were injured. The Islamic State claimed the attack and the killing of one man and burning dozens of houses.",6,,1680570810,29732,,,
MZM3214,24-Jan-23,2023,1,Political violence,Battles,Armed clash,Mueda Communal Militia (Mozambique),,4,34,,508,Eastern Africa,Mozambique,Cabo Delgado,Mueda,Mueda,Mueda,-11.6645,39.5635,2,Al Naba; Cabo Ligado; Carta de Mocambique; Deutsche Welle; ExTrac; Lusa; Zitamar,Local partner-Other,"On 24 January 2023, Islamist militia clashed with local forces in Nacala in the district of Mueda (Mueda, Cabo Delgado) and attacked civilians, looting goods. Five Islamist militia were killed by the local forces. Two members of the local force and a civilian were injured. The Islamic State claimed the attack and the killing of one man and burning dozens of houses.",6,,1680570810,29732,,,
MZM3211,22-Jan-23,2023,1,Political violence,Riots,Mob violence,Rioters (Mozambique),Miners (Mozambique),5,15,,508,Eastern Africa,Mozambique,Nampula,Mogovolas,Nametil,Nametil,-15.7154,39.3357,1,AIM; Noticias; VOA; Zitamar,National-International,"On 22 January 2023, illegal miners armed with pickaxes clashed with police officers in Nametil (Mogovolas, Nampula), an area where semi-precious stones were discovered; the officers were in the region to try to expell illegal miners from the area. Three officers were injured and went to a hospital. One officer died.",1,crowd size=no report,1675108245,39912,,,
MZM3211,22-Jan-23,2023,1,Political violence,Riots,Mob violence,Police Forces of Mozambique (1990-),,1,15,,508,Eastern Africa,Mozambique,Nampula,Mogovolas,Nametil,Nametil,-15.7154,39.3357,1,AIM; Noticias; VOA; Zitamar,National-International,"On 22 January 2023, illegal miners armed with pickaxes clashed with police officers in Nametil (Mogovolas, Nampula), an area where semi-precious stones were discovered; the officers were in the region to try to expell illegal miners from the area. Three officers were injured and went to a hospital. One officer died.",1,crowd size=no report,1675108245,39912,,,
MZM3207,22-Jan-23,2023,1,Political violence,Battles,Armed clash,Islamist Militia (Mozambique),,3,13,,508,Eastern Africa,Mozambique,Cabo Delgado,Macomia,Chai,Litandacua,-11.9358,39.9847,1,Al Naba; Cabo Ligado; ExTrac; Twitter,Local partner-Other,"On 22 January 2023, Islamist militia clashed with Mozambican forces in Litandacua (Macomia, Cabo Delgado). The Islamic State claimed the attack. An unknown number of soldiers were injured and a vehicle damaged.",0,,1680570810,1595,,,
MZM3207,22-Jan-23,2023,1,Political violence,Battles,Armed clash,Military Forces of Mozambique (1990-),,1,13,,508,Eastern Africa,Mozambique,Cabo Delgado,Macomia,Chai,Litandacua,-11.9358,39.9847,1,Al Naba; Cabo Ligado; ExTrac; Twitter,Local partner-Other,"On 22 January 2023, Islamist militia clashed with Mozambican forces in Litandacua (Macomia, Cabo Delgado). The Islamic State claimed the attack. An unknown number of soldiers were injured and a vehicle damaged.",0,,1680570810,1595,,,
MZM3209,20-Jan-23,2023,1,Political violence,Riots,Mob violence,Rioters (Mozambique),Vigilante Group (Mozambique),5,15,,508,Eastern Africa,Mozambique,Zambezia,Mocuba,Mocuba,Mocuba,-16.8375,36.9856,1,Carta de Mocambique,National,"On 20 January 2023, a group of people threw stones at a police car in Mocuba (Mocuba, Zambezia) as they tried to invade the premises of the District Command of the PRM in an attempt to catch two men who took refuge at the police District. The men were being accused of creating crocodiles that attacked people with black magic. Officers used tear gas against the group.",0,crowd size=no report,1675108245,52206,,,
